,commenter,comments,publishedAt,totalReplyCount
866,Andrex,AAAAAAÁHHHHHHHGGGGGGG,2023-10-19T02:47:15Z,0
867,Lynx,Cruel Summer #1 foreverandever,2023-10-19T02:46:54Z,0
868,cla,Versão brega funk Taylor?,2023-10-19T02:46:13Z,0
869,Ryan Johnson,Give us a release date for this remix. PLEASE TAYLOR. 🥰,2023-10-19T02:45:40Z,0
870,Lebron Harris,Hi Taylor Swift this LeBron Music Love you Lmss you 🎶🎶🎶🎶🎶🎶🎶🎶🎶🎶🎶🎶🎶 Thanks You Me too Cute 😍😍😍😍😍😍😍😍😍😍😍😍 Yes 👍 You okay help Pleased Beautiful,2023-10-19T02:43:29Z,0
871,The Real Sibling Squad,TECLE🤍💙🤍TECLE🤍💙🤍TECLE🤍💙🤍TECLE🤍💙🤍TECLE🤍💙🤍TECLE🤍💙🤍TECLE🤍💙🤍TECLE🤍💙🤍TECLE🤍💙🤍TECLE🤍💙🤍TECLE🤍💙🤍TECLE🤍💙🤍TECLE🤍💙🤍TECLE🤍💙🤍TECLE🤍💙🤍TECLE🤍💙🤍TECLE🤍💙🤍TECLE🤍💙🤍TECLE🤍💙🤍TECLE🤍💙🤍TECLE🤍💙🤍TECLE🤍💙🤍TECLE🤍💙🤍TECLE🤍💙🤍TECLE🤍💙🤍TECLE🤍💙🤍TECLE🤍💙🤍TECLE🤍💙🤍TECLE🤍💙🤍TECLE🤍💙🤍TECLE🤍💙🤍TECLE🤍💙🤍TECLE🤍💙🤍TECLE🤍💙🤍TECLE🤍💙🤍TECLE🤍💙🤍TECLE🤍💙🤍TECLE🤍💙🤍TECLE🤍💙🤍TECLE🤍💙🤍TECLE🤍💙🤍TECLE🤍💙🤍TECLE🤍💙🤍TECLE🤍💙🤍TECLE🤍💙🤍TECLE🤍💙🤍TECLE🤍💙🤍TECLE🤍💙🤍TECLE🤍💙🤍TECLE🤍💙🤍TECLE🤍💙🤍TECLE🤍💙🤍TECLE🤍💙🤍TECLE🤍💙🤍TECLE🤍💙🤍TECLE🤍💙🤍TECLE🤍💙🤍TECLE🤍💙🤍TECLE🤍💙🤍,2023-10-19T02:43:11Z,0
872,The Real Sibling Squad,LITERALLY IN LOVVVE WITH THE VERISON 🤍💙🤍,2023-10-19T02:42:50Z,0
873,arctvmnks,"TAYLOR TE AMO, NUNCA TE MUERAS 😭💗",2023-10-19T02:42:30Z,0
874,arctvmnks,"TAYLOR, POR TI VIVO",2023-10-19T02:41:59Z,0
875,Tìm Kiếm Đầu Tư,Hi❤So happy to see this video. Thank you very much🎉🎉🎉❤❤❤,2023-10-19T02:41:54Z,0
876,Zacuzzi,*Stream Cruel summer to get it to #1!!!* 🩷,2023-10-19T02:41:48Z,0
877,August,stop this.,2023-10-19T02:41:48Z,0
878,arctvmnks,TE AMO TAY,2023-10-19T02:41:39Z,0
879,Hein Lin Htun,Even got GOOSEBUMPS! This is quite different!😳😳,2023-10-19T02:40:54Z,0
880,Caty,I love u you and this remix 🫶🫶,2023-10-19T02:40:40Z,0
881,Monchi Play,This is so fun!!,2023-10-19T02:40:31Z,0
882,Isvo,Está de la lover remix😭,2023-10-19T02:40:24Z,0
883,Maria Abdelmalak,I LOVE YOU ❤️,2023-10-19T02:40:10Z,0
884,Jade ,"TAYLOR SWIFT YOU ARE AMAZING!!! Everyone who sees this, comment something nice to Taylor and tag her and use her hashtag so she can see how much we love her!!!!",2023-10-19T02:40:10Z,0
885,gacha lifi♡,Me gusto mucho el video,2023-10-19T02:40:01Z,0
886,Olivia Brookes💚💙,OMG ITS HAPPENING,2023-10-19T02:39:21Z,0
887,Mey Kim1207,Taytay te amo mulherrrrr,2023-10-19T02:39:14Z,0
888,Iuvkel,beat goes hard but the vocals r strange here,2023-10-19T02:38:47Z,0
889,Mey Kim1207,Kakakakaka ameiiii,2023-10-19T02:38:34Z,0
890,xwcamwx,"i love you so much taylor, you are crazy",2023-10-19T02:38:31Z,0
891,Mey Kim1207,Em Speed up ta mt bm!!,2023-10-19T02:38:15Z,0
892,Kashish Agrawal,Whole music is in 1.75x 😂🧿👍♥️ but it's perfect,2023-10-19T02:38:00Z,0
893,Urmpm,Omg TAYLOR love you so much this is one of my fav songs you are so incredible inspiring and such a talented artist and singer I went to your concert in KC night 1 and you spoiled us so much now this I can’t thank you enough you don’t know how much you have gotten me through I wish I could tell you how much I love you but there and no words to describe it luv u SO much 💚💛💜❤️🩵🧡🖤🩷🩶🤎💙,2023-10-19T02:37:48Z,0
894,Mey Kim1207,A mamy arrasa amores!!,2023-10-19T02:37:38Z,0
895,Kashish Agrawal,Tay tayyy we love youuu♥️♥️♥️♥️,2023-10-19T02:37:04Z,0
896,ELRAPMX,X,2023-10-19T02:36:49Z,0
897,Gaby.Equestrian,"Wow, Taylor. every song is a masterpiece and so are you <3 Come on swifties!! Only 8 more days till 1989 will come back to its original owner, Mother. How you sound, act, sing, show love to the community, and show kindness proves you are fantastic. When I saw that The Eras Tour movie was coming to Australia, I was jumping with joy because even if I don't actually get to see you in person, as I got waitlisted, I can still watch the full Eras Tour. You deserve the whole world, and I am one of your top supporters.
 I love you, Taylor.",2023-10-19T02:36:42Z,0
898,Edson Kyando,Cruel Summer is summering ❤,2023-10-19T02:35:30Z,0
899,Lokiproooo2004,😍😍😍😍😍,2023-10-19T02:35:24Z,0
900,Diana Bridgett,Taylor swift I'm you're biggest FAN!!!😄😄😄😄😄😄😉😉😉😉😉😉🤗🤗🙂🙂🙂🙂,2023-10-19T02:34:54Z,0
901,Sp0ng3 8ob,Wow🎉🎉🎉,2023-10-19T02:34:45Z,0
902,Ilovesafiyanygaard,❤I love this remix,2023-10-19T02:32:37Z,0
903,Brithany Sol,Me encanto,2023-10-19T02:32:35Z,0
904,kamila,When’s the single coming out??.,2023-10-19T02:32:26Z,0
905,Brithany Sol,Amooooo,2023-10-19T02:32:24Z,0
906,Antonella Balbuena,I love this version of cruel summer,2023-10-19T02:32:21Z,0
907,Brithany Sol,TE ADORO TANTO ME HACES DEMASIADO FELIZ❤,2023-10-19T02:32:16Z,0
908,Rakibul Islam Akash,❤😊,2023-10-19T02:31:49Z,0
909,christy john,❤,2023-10-19T02:31:29Z,0
910,maryme,"OMGGGG, IM FROM PH.. I LOVE YOU TAYLOR SWIFT ❤️❤️❤️😍😘😘😘",2023-10-19T02:30:24Z,0
911,Swifties ,Music video Is coming Aaaaaaaa❤❤❤❤❤,2023-10-19T02:30:12Z,0
912,didiontop,oooo love it!!,2023-10-19T02:30:05Z,0
913,Tsukiakari 1203,love it,2023-10-19T02:29:24Z,0
914,stargirl,TE AMOOOOO 😭💘,2023-10-19T02:28:52Z,0
915,RANNY.13,❤I will now dance and suffer with cruel summer ❤,2023-10-19T02:27:27Z,0
916,Trouver,This sssssllllllappppps!!,2023-10-19T02:25:49Z,0
917,Xio,AMO SU VOZ,2023-10-19T02:25:18Z,0
918,Mariss Marezzi,🎀Me💗 encanta esta Version 🎀,2023-10-19T02:25:13Z,0
919,Xio,TE AMO TAYTAY,2023-10-19T02:25:08Z,0
920,Xio,CRUEL SUMMER MERECE UN MV,2023-10-19T02:25:01Z,0
921,lohayla balbino,linda mae te amo,2023-10-19T02:24:15Z,0
922,lohayla balbino,pq que to rindo mds,2023-10-19T02:23:55Z,0
923,urlocalslytherin.greaser.directioner,❤❤❤❤,2023-10-19T02:23:52Z,0
924,Sheila McC's Trash,"Taylor do you fancy me, enough for a date??",2023-10-19T02:23:22Z,0
925,Wyborne,umm Taylor we want MV😭,2023-10-19T02:23:19Z,0
926,白诺,LOVE TAY&Cruel summer,2023-10-19T02:22:54Z,0
927,SWIFTIE4LIFE.TAYTAY,ALL HER VERSIONS OF EACH SONG IS AMAZING AND THE FACT THAT SHE IS FINALLY TAKING CONTROL OVER HER ALBUMS IS AMAZING SINCE SHE DESERVES IT !!!!!!,2023-10-19T02:22:53Z,0
928,Zythian,yay but no mv still... :(,2023-10-19T02:21:37Z,0
929,zarry,this is a terrible remix 😀,2023-10-19T02:21:16Z,0
930,Vani Soria,❤,2023-10-19T02:20:37Z,0
931,Martina Crocci,AAAAAA TAYLOR TE AMO,2023-10-19T02:20:34Z,0
932,Romi Armijos,❤,2023-10-19T02:20:28Z,0
933,Hope Fitzwater,Slay!!!!!❤❤❤,2023-10-19T02:20:15Z,0
934,Alexa Nun,Love you blondie! ❤️💕,2023-10-19T02:19:13Z,0
935,Bites by Bekah,LISTENING TO CRUEL SUMMER ALL DAY LONG!!!!!!,2023-10-19T02:18:58Z,0
936,Ashley Aldrich,love love love!!!❤❤❤,2023-10-19T02:17:37Z,0
937,Mica,ME ENCANTA,2023-10-19T02:17:36Z,0
938,Rushali Desai,Ok nope,2023-10-19T02:17:15Z,0
939,Sofia Sanchez,"esta horrible, taylor",2023-10-19T02:16:49Z,0
940,quilla_xo,I love you Taylor ❤️,2023-10-19T02:16:46Z,0
941,Hasan Does Stuff,It’s a single nowwwwwwwww,2023-10-19T02:16:14Z,0
942,Astin Fletcher,Like whaaaaatttt ❤❤❤❤,2023-10-19T02:15:47Z,0
943,Sid,Wth is this🤣🤣🤣,2023-10-19T02:15:46Z,0
944,Fosmin Clorin,We need a rock remix,2023-10-19T02:15:39Z,0
945,ljnona,"Great remix but, about 4 months late.  Where is the pumpkin spice remix 😉",2023-10-19T02:14:47Z,0
946,Joemarie Mae Manzo,MV please for cruel summer,2023-10-19T02:14:19Z,0
947,Flowergamers🌸,Slay!!!!❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,2023-10-19T02:13:51Z,0
948,Akshara Senthilkumar,I love you so much Taylor🩵,2023-10-19T02:13:26Z,0
949,MANOSHI RAJBANSHI,Taylor swift ❤❤,2023-10-19T02:12:57Z,0
950,Canonest,Force of Nature.,2023-10-19T02:12:43Z,0
951,Candidly Caitlin,😻😻😻😻😻😻😻,2023-10-19T02:12:31Z,0
952,Nayana Sheelavant,Waiting for MV = waiting my whole life 😭😭,2023-10-19T02:12:07Z,0
953,gus D,Argentina presente 😊,2023-10-19T02:11:31Z,0
954,magical kitty cat 🐈🐱,Taylor we love this! ❤❤❤❤,2023-10-19T02:11:15Z,0
955,shiloh goes,Ew why is it THAT sped up,2023-10-19T02:10:57Z,0
956,Nainesh Modi,🌷,2023-10-19T02:10:36Z,0
957,Riza Agoyaoy,I really love your song isphecialy you,2023-10-19T02:09:27Z,0
958,Paisley Johnson,LOVE YOU!❤❤❤❤❤❤❤,2023-10-19T02:09:24Z,0
959,lexycapstonevideohi,TAYLOR SWIFT YOU ARE THE BEST AND I CANNOT WAIT FOR 1989 TAYLORS VERSION TO COME OUT!!!!!!!!!!!!!!💗💗💗💗💖💖💖💖💖,2023-10-19T02:09:17Z,0
960,Jack C,Cruel summer 🥇🥇🥇,2023-10-19T02:09:00Z,0
961,Mimiwikiki,Thank you mother 🪩🧎🏻‍♀️,2023-10-19T02:08:56Z,0
962,JBSO LIFE,CRUEL SUMMMMMEEEEEER ✨,2023-10-19T02:08:41Z,0
963,Lillie,TAYLOR SWIFT I LOVE YOUUU!!!!!💌💌💗💗💗💖💝💝💝💗💓💓💓💓💓,2023-10-19T02:08:28Z,1
964,Buckbeak,"Vamos por ese 1, antes de llegar a argentina lo tenes reina",2023-10-19T02:08:07Z,0
965,Luiz Gomes,Chama a anitta pra um feat,2023-10-19T02:07:09Z,0
966,Lester Allen Pareja,❤,2023-10-19T02:05:14Z,0
967,PB🎵,Can we please make this bop of a masterpiece song #1 on the billboard hot 100 already? 🩵🫶🏼🩷,2023-10-19T02:04:55Z,0
968,Maitreyi Mittal,Cruel summer mv gonna be an eras tour montage,2023-10-19T02:04:40Z,0
969,Manny money G,I was going to ask  you Taylor dam it how many cruel summers have we had in our lives 😂😂😜😜🤷🤷🌬️🔥🔥🔥👍👍 manny money 💲 Gonzalez just asking 😎🎧🎛️🎚️🔈🔉🔊🎵🎵🎵🎵🎶🎵🎵🎶🕺💃💃💃,2023-10-19T02:04:07Z,0
970,AXDN TV,❤❤❤❤❤❤❤❤❤❤❤🇵🇭🇵🇭🇵🇭🇵🇭🇵🇭🇵🇭🇵🇭🇵🇭🎉🎉🎉🎉🎉,2023-10-19T02:04:04Z,0
971,Maria Bd,Taylor Speak Up for Palestine ❤,2023-10-19T02:03:54Z,0
972,Unconditional Swiftie,This remix is such a vibeEeEEE,2023-10-19T02:03:34Z,0
973,Ilovecats💜💜,CRUEL SUMMER NUMBER ONE,2023-10-19T02:03:02Z,0
974,Sophia,mother what is this,2023-10-19T02:03:01Z,0
975,Ilovecats💜💜,SLAY QUEEN,2023-10-19T02:02:39Z,0
976,miss kitty,Taylor Swift,2023-10-19T02:02:20Z,0
977,D Dee,"Damn that was fantastic. Thank you, Taylor",2023-10-19T02:02:09Z,0
978,𝑁𝑎𝑡𝑎𝑙𝑖𝑒♡︎☽,❤❤❤,2023-10-19T02:02:03Z,0
979,HeyitsDeirdre,love it,2023-10-19T02:00:26Z,0
980,mv21,"TAYLOR WHAT IS THIS!,?!!??!??!",2023-10-19T01:59:57Z,0
981,Snowflake_Playz,OMGGG LOVE IT AND LOVE YOU,2023-10-19T01:59:50Z,0
982,Komal Yadav,Just the drop the mv already,2023-10-19T01:59:47Z,0
983,Jayanne Farias,pensei q fosse o vídeo clipe 🥹🥹🥹,2023-10-19T01:59:38Z,0
984,Softball_SWIFTIE,I LOVE THIS SONG SM,2023-10-19T01:58:59Z,0
985,DEM,Why does she actively refuse to release a video for this song? She’s released mvs even for random promo singles in the past…,2023-10-19T01:58:32Z,0
986,Juliet Sapmawii,I LOVE YOU TAYLOR ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,2023-10-19T01:58:23Z,0
987,Victoria Cappelli,BOTA O CAPACETE QUE É PEDRADA DA MAAAAE,2023-10-19T01:58:18Z,0
988,Romina itati,Ilove Taylor❤️❤️❤️❤️❤️,2023-10-19T01:57:56Z,0
989,:),taylor ily girl but this remix is almost as bad as the yntcd clean bandit one,2023-10-19T01:57:30Z,0
990,Oria Rodríguez Vigoa,Y,2023-10-19T01:57:21Z,0
991,Oria Rodríguez Vigoa,This Is so chill so… beautiful. It feels SO relaxing. I love it 💜💜 I want Cruel Summer Music Video 💜💜💜,2023-10-19T01:56:59Z,0
992,Danilo,"Very cool, awesome Taytay!",2023-10-19T02:15:35Z,0
993,Luci,we NEED a music video,2023-10-19T01:56:13Z,0
994,Alissa Schiada,OK AMAZINGGG,2023-10-19T01:56:06Z,0
995,Julia Carvalho,nossa n combinou em nada com a música que bosta o pior é que é um swingzinho bom mas péssimo pra música,2023-10-19T01:55:09Z,0
996,tracysdays♡,"unpopular opinion: but I thk I love the org cruel summer more, the speed of this one is a bit too fast for me😭",2023-10-19T01:54:38Z,0
997,HannaLine Sisters Channel,Ok this is SUPER cool!,2023-10-19T01:54:17Z,0
998,Rose speaking**,Taylor is the greatest ❤The fact that  she has dominated every space of pop culture is everything 🎉,2023-10-19T01:53:53Z,0
999,Jana Hany,Free Palestine 🇵🇸♥️,2023-10-19T01:53:52Z,0
1000,Ariana Tenorio,Amo esta canción❤️‍🩹✨,2023-10-19T01:53:27Z,0
1001,Xnewjeansxeditx,TAY TAY!!!!!,2023-10-19T01:53:15Z,0
1002,Jayde,Wait this is the most beautiful remix I’ve ever heard in my life,2023-10-19T01:52:11Z,0
1003,klein,THE PICTURE 😍😍😍,2023-10-19T01:52:05Z,0
1004,Jayde,I’m crying 😭,2023-10-19T01:51:44Z,0
1005,عبدالله المطيري,Ily,2023-10-19T01:51:35Z,0
1006,Marian Cano,Boosting thiiissss!!!!!!!,2023-10-19T01:50:36Z,0
1007,JB Ambrose,This one makes me wanna go dancing in plain sight... 🕺🪩💃🏼,2023-10-19T01:50:09Z,0
1008,Ilo,Sta horrible 🤗🤗🤗,2023-10-19T01:50:04Z,0
1009,desired wxshes,wait cause you ate with this🤩,2023-10-19T01:49:59Z,0
1010,TheStar Orleans-Bourbón,"Please you spoil us so much. Name other fandom that gets spoiled like this by their idol, i bet they can't because Taylor loves us so much.

now, we being spoiled brat, demand Taylor to give us the MV we all deserve! Kidding, but if you can then you should hahahah love you Taylor.",2023-10-19T01:49:51Z,0
1011,Quinn Casazza,I LOVE THIS SONG! ITS THE BEST! ❤❤❤,2023-10-19T01:49:41Z,0
1012,RANNY.13,Amei,2023-10-19T01:49:16Z,0
1013,Renata Barbara,Essa mulher nunca erra!!!!! 💜💜💕💜💕,2023-10-19T01:49:15Z,0
1014,Swiffer ,FINALLY OMG AFTER 4 YEARS,2023-10-19T01:49:06Z,0
1015,Renata Barbara,TE AMO TAY TAY,2023-10-19T01:48:29Z,0
1016,Mommy,I HOPE THIS GOES NUMBER ONE🎉🎉🎉,2023-10-19T01:48:16Z,0
1017,salt air & the rust on your door,BYE WHAT IS THIS,2023-10-19T01:48:09Z,0
1018,Danielle A,"Slow the signing down just ever so slightly, keep the music as it is, make the voice a lil less chipmunky. Buts yes its now on my playlists ❤ 💚",2023-10-19T01:48:04Z,0
1019,gracefully888,let's get cruel summer to number 1,2023-10-19T01:47:48Z,0
1020,Swiftie4life,Just….. AHHHHHHHHHHHHHHH,2023-10-19T01:47:20Z,0
1021,Goodbye,Love you so much Taylor!! I went to the eras tour-the best day of my lifeeee,2023-10-19T01:47:20Z,0
1022,Filgueirras,Queremos music video,2023-10-19T01:47:04Z,0
1023,Afterswift - Fandom,"It took four years, but Taylor Swift is finally giving “Cruel Summer” the attention it deserves!🎉",2023-10-19T01:47:03Z,0
1024,Kora Boraas,Awesome song in General!!!!!!!    This remix is awesome!!!!!!    I get to go see the concert movie tomorrow!!!!!!!!!!!,2023-10-19T01:47:01Z,0
1025,KAUAN  MOURA,❤,2023-10-19T01:46:46Z,0
1026,Slaybaybraclets,WHAT THIS IS SLAY,2023-10-19T01:46:28Z,0
1027,Cinthia Almirón Vlogs,❤❤,2023-10-19T01:46:23Z,0
1028,Lívia Laylla Lima,Te amo mãe,2023-10-19T01:45:23Z,0
1029,TSSG,I stream,2023-10-19T01:45:18Z,0
1030,Evelin Almeida dos Santos,WE NEED CRUEL SUMMER MV,2023-10-19T01:45:15Z,0
1031,Rigz Digz,LP!!   FREAK FAMMMM!!!!!,2023-10-19T01:45:08Z,0
1032,Caroline Penny,Omg,2023-10-19T01:45:03Z,0
1033,ORTIZ Alcantára Luis Fernando,Omgggg,2023-10-19T01:44:37Z,0
1034,Lavendercloud,HIIIIIII!!!!,2023-10-19T01:44:13Z,0
1035,Alisson Martins,🎉🎉🎉🎉🎉🎉❤🎉🎉🎉🎉🎉,2023-10-19T01:44:11Z,0
1036,Camila Chede,Cruel Summer movie please,2023-10-19T01:43:59Z,0
1037,Swiftie,We NEED a Taylor swift MV,2023-10-19T01:43:48Z,0
1038,miyah,I love cruel summer it's in my top 5 ts songs of all time IDC. But this remix is a kinda bad IM SORRY,2023-10-19T01:44:21Z,0
1039,MaryYlaine,Parang naalala ko yung mga jejemon classmate ko na ineedit sa capcut yung music at ginawang remix para sa sayaw😹,2023-10-19T01:43:42Z,0
1040,Gato Encantado,Y love you taylor Swift,2023-10-19T01:43:26Z,0
1041,Francisco Fuentealba,This is awful but get that #1 girl,2023-10-19T01:43:13Z,0
1042,Jhay ,CRUEL SUMMER MV PLEASE,2023-10-19T01:42:56Z,0
1043,RANNY.13,❤❤❤❤🇧🇷🇧🇷🇧🇷,2023-10-19T01:42:38Z,0
1044,ethan,well this is certainly a remix......,2023-10-19T01:42:26Z,0
1045,AWESOMEBOBPERSON 3,"y’all go back and set playback speed at 1.75 or 2, idk why but it’s so funny",2023-10-19T01:42:22Z,0
1046,Diego Iván Hernández Romero,está de la lover remix este remix,2023-10-19T01:42:20Z,0
1047,Allison Ruano,LOVE YOUR VOICE,2023-10-19T01:42:17Z,0
1048,Allison Ruano,ILYSM,2023-10-19T01:42:04Z,0
1049,SOFY VERA,Y a mí como de que me sirve un remix de cruel summer. O nos quiere decir que se viene algo pronto¡¡¡¡,2023-10-19T01:41:57Z,0
1050,Allison Ruano,THANK YOU SO VERY MUCH FOR THIS TAYLOR,2023-10-19T01:41:50Z,0
1051,Fabián Cruz,Temazo,2023-10-19T01:41:22Z,0
1052,Wet Towel,SHES PUSHING IT,2023-10-19T01:41:08Z,0
1053,Anil Kody,My Goddess 🥺,2023-10-19T01:40:55Z,0
1054,Kaye,we need a cruel summer music video!,2023-10-19T01:40:45Z,0
1055,romance3110,Eine Welttour und nebenbei veröffentlicht sie Remixe. Eine Powerfrau.,2023-10-19T01:40:44Z,0
1056,Maria Clara Rocha,I LOVE THIS LMAO,2023-10-19T01:40:26Z,0
1057,naju 🎀,Mamãe sempre arrasando ☝️,2023-10-19T01:40:15Z,0
1058,brooke.st&ts,LOVE YOU SO MUCH❤❤❤,2023-10-19T01:40:11Z,0
1059,The fab 5 girls!,Love this and you!!!❤❤❤❤,2023-10-19T01:40:11Z,0
1060,Shenley Polley,🌻🎈,2023-10-19T01:40:07Z,0
1061,Franklin Da Silva Lessa,Melhor do mundoooo,2023-10-19T01:39:59Z,0
1062,الصقر المرعب,واووو,2023-10-19T01:39:57Z,0
1063,Adrien Agreste,THIS 2019 SONG CAME BACK STRONGER THAN A 90’S TREND,2023-10-19T01:39:46Z,1
1064,- alana ⟡ !,THIS ATE TAY AH,2023-10-19T01:39:38Z,0
1065,🥎Kate🥎,Love ❤❤❤❤,2023-10-19T01:39:19Z,0
1066,Ema Lay,Hi Taylor I love you 😜😘,2023-10-19T01:39:14Z,0
1067,almii,te amo te amo te amo,2023-10-19T01:38:52Z,0
1068,Angela 안젤라,💗💙💗💙 TAYLOR I LOVE YOUUUU💙💗💙💗,2023-10-19T01:38:47Z,0
1069,almii,"LA FOTO, QUE HERMOSAA",2023-10-19T01:38:44Z,0
1070,RODNEYCSLANGENFRANCE,"TAYLOR !!!!!!!!!
: )",2023-10-19T01:38:27Z,0
1071,Atip pond,Version for dancing at various shops 😅🤣 I Love it❤❤,2023-10-19T01:38:00Z,0
1072,Starbuxlvr1313,How iconic is it that Cruel Summer was released as a single after 4 years! Taylor is UNSTOPPABLE!,2023-10-21T13:19:59Z,6
1073,Maximo Gm,Taylor bringing back summer,2023-10-19T01:37:42Z,0
1074,Angel John Jacinto,MV for cruel summer please!!!!,2023-10-19T01:37:42Z,0
1075,Daniela Navarrte,estaa bueno el remix🥳🥳🥳,2023-10-19T01:37:02Z,0
1076,Lil and harp,I love your musics Taylor!❤❤,2023-10-19T01:36:50Z,0
1077,Angela 안젤라,❤❤❤❤❤❤❤,2023-10-19T01:36:47Z,0
1078,Eryk,Is this ai,2023-10-19T01:36:13Z,0
1079,Taylor Swifts biggest fan 🩷🩷,LOVE THIS❤❤❤❤❤,2023-10-19T01:36:06Z,0
1080,schmitt,oi taylor,2023-10-19T01:35:12Z,0
1081,Idk,Stream and buy Cruel Summer now,2023-10-19T01:35:10Z,0
1082,sofi,Mummy ❤🎉,2023-10-19T01:34:53Z,0
1083,idle_entertaimentoffical,With Taylor 😭,2023-10-19T01:34:46Z,0
1084,Lydia Tressler,Im so I love with this,2023-10-19T01:34:30Z,0
1085,creaters13,✌️✌️✌️✌️,2023-10-19T01:34:26Z,0
1086,vananinaa,Que mmadas son estas taylor 😭,2023-10-19T01:34:09Z,0
1087,itzalwayskz,E o mv nada ainda?,2023-10-19T01:33:55Z,0
1088,Yamm,Does it mean we are close to having a MV?,2023-10-19T01:33:39Z,0
1089,Kia,OH MOTHER'S GONNA BREAK THE LOVER CURSEEEE,2023-10-19T01:33:24Z,0
1090,Nacho G,EL VIDEO Y LISTO JSJAKAJ 🙏🙏🙏🫶🫶🫶🤗🤗🤗,2023-10-19T01:33:15Z,0
1091,Leonardo duque,La reina presente,2023-10-19T01:32:28Z,0
1092,phoenix esher,and here comes cruel summer music video,2023-10-19T01:32:05Z,0
1093,Luis4hs,Amo a Taymadre pero no debería dedicarse hacer remixes para hacer remixes 😭😭,2023-10-19T01:31:59Z,0
1094,Brittany M,I love when she creates something new! My brains just goes wild and my mouth drops! She is always settling the bar higher than the one she set before it!,2023-10-19T01:31:55Z,0
1095,Heidi kasaandra Sánchez,Nooooo😭😭😭😭😭,2023-10-19T01:31:35Z,0
1096,Azaelis Gibson,THISSS👌👌👌,2023-10-19T01:30:36Z,0
1097,michelle,taylor please slide that music video,2023-10-19T01:30:23Z,0
1098,average ambivert,Not me rechecking if I accidentally put the playback speed to 2x 😭,2023-10-19T01:30:22Z,0
1099,Manuella Vitoria,Ameeiiii,2023-10-19T01:30:01Z,0
1100,Hoàng Văn Minh,THE ABSOLUTE DEFINITION OF THE MUSIC INDUSTRY!!!,2023-10-19T01:30:01Z,0
1101,ʕ•ᴥ•ʔ▼・ᴥ・▼,I LOVE U TAYTAY<3,2023-10-19T01:29:48Z,0
